table_name,column_name,type,nullable,default,is_primary_key,foreign_key
players,is_foreign_player,BOOLEAN,False,,False,
players,debut_year,INTEGER,True,,False,
players,retire_year,INTEGER,True,,False,
players,status,VARCHAR,False,,False,
players,notes,TEXT,True,,False,
players,created_at,TIMESTAMP,False,,False,
players,updated_at,TIMESTAMP,False,,False,
post_images,id,BIGINT,False,,False,
post_images,post_id,BIGINT,False,,False,
post_images,storage_path,VARCHAR,False,,False,
post_images,mime_type,VARCHAR,False,,False,
post_images,bytes,BIGINT,False,,False,
post_images,is_thumbnail,BOOLEAN,False,,False,
post_images,created_at,TIMESTAMP,True,,False,
predictions,id,BIGINT,False,,False,
predictions,game_id,VARCHAR,False,,False,
predictions,user_id,BIGINT,True,,False,
predictions,voted_team,VARCHAR,False,,False,
predictions,created_at,TIMESTAMP,True,,False,
ranking_predictions,id,BIGINT,False,,False,
ranking_predictions,user_id,VARCHAR,False,,False,
ranking_predictions,season_year,INTEGER,False,,False,
ranking_predictions,prediction_data,JSONB,False,,False,
ranking_predictions,created_at,TIMESTAMP,True,,False,
team_daily_roster,id,INTEGER,False,,False,
team_daily_roster,roster_date,DATE,False,,False,
team_daily_roster,team_code,VARCHAR,False,,False,
team_daily_roster,player_id,INTEGER,False,,False,
team_daily_roster,player_name,VARCHAR,False,,False,
team_daily_roster,position,VARCHAR,True,,False,
team_daily_roster,back_number,VARCHAR,True,,False,
team_daily_roster,created_at,TIMESTAMP,True,,False,
team_daily_roster,updated_at,TIMESTAMP,True,,False,
