column_name,type,is_primary_key,foreign_key
player_id,INTEGER,True,
name,VARCHAR(100),False,
uniform_no,VARCHAR(10),False,
team,VARCHAR(50),False,
position,VARCHAR(50),False,
birth_date,VARCHAR(20),False,
birth_date_date,DATE,False,
height_cm,INTEGER,False,
weight_kg,INTEGER,False,
career,VARCHAR(200),False,
status,TEXT,False,
staff_role,TEXT,False,
status_source,TEXT,False,
