column_name,type,is_primary_key,foreign_key
id,INTEGER,True,
season,INTEGER,False,
metric,VARCHAR(64),False,
entity_id,VARCHAR(64),False,
entity_label,VARCHAR(128),False,
entity_type,VARCHAR(16),False,
team_id,VARCHAR(10),False,
value,FLOAT,False,
rank,INTEGER,False,
is_tie,BOOLEAN,False,
source,VARCHAR(32),False,
extra,JSON,False,
created_at,DATETIME,False,
updated_at,DATETIME,False,
